customer_id,loyalty_score,product_id,price,date_of_purchase,product_description,product_category,purchase_count
C2,4,P24,1008.0,2019-01-28 13:49:00,scotch bonnets,fruit_veg,42
C2,4,P26,509.0,2019-01-28 13:49:00,broccoli,fruit_veg,42
C2,4,P47,1172.0,2019-02-02 04:08:00,whole chicken,food,42
C2,4,P44,934.0,2019-02-02 04:08:00,milk,food,42
C2,4,P28,1853.0,2019-02-05 23:58:00,grapes,fruit_veg,42
C2,4,P40,697.0,2019-02-17 07:30:00,irn bru,sweets,42
C2,4,P38,199.0,2019-02-17 07:30:00,kombucha,sweets,42
C2,4,P45,157.0,2019-02-18 12:11:00,hummus,food,42
C2,4,P53,877.0,2019-02-18 12:11:00,peanut butter,food,42
C2,4,P33,925.0,2019-02-19 03:03:00,apples,fruit_veg,42
C2,4,P56,783.0,2019-02-23 12:53:00,greek yoghurt,food,42
C2,4,P48,169.0,2019-02-23 12:53:00,tuna,food,42
C2,4,P60,696.0,2019-02-23 12:53:00,water,food,42
C3,8,P31,290.0,2018-12-01 12:19:00,lemon grass,fruit_veg,42
C3,8,P22,1662.0,2018-12-01 12:19:00,avocado,fruit_veg,42
C3,8,P42,1864.0,2018-12-02 03:29:00,chicken,food,42
C3,8,P53,240.0,2018-12-02 03:29:00,peanut butter,food,42
C3,8,P60,1373.0,2018-12-02 03:29:00,water,food,42
C3,8,P49,1046.0,2018-12-03 14:12:00,smoked salmon,food,42
C3,8,P42,296.0,2018-12-05 03:07:00,chicken,food,42
C3,8,P53,1506.0,2018-12-13 14:56:00,peanut butter,food,42
C3,8,P45,1762.0,2018-12-13 14:56:00,hummus,food,42
C3,8,P48,980.0,2018-12-13 14:56:00,tuna,food,42
C3,8,P49,1065.0,2018-12-14 06:16:00,smoked salmon,food,42
C3,8,P32,1633.0,2018-12-16 14:59:00,onions,fruit_veg,42
C3,8,P31,1409.0,2018-12-16 14:59:00,lemon grass,fruit_veg,42
C3,8,P52,7.0,2018-12-17 14:26:00,oats,food,42
C3,8,P54,1457.0,2018-12-18 03:15:00,almond milk,food,42
C3,8,P24,1281.0,2018-12-21 21:38:00,scotch bonnets,fruit_veg,42
C3,8,P46,1497.0,2018-12-22 06:26:00,activated charcoal croissant,food,42
C3,8,P54,1576.0,2018-12-22 06:26:00,almond milk,food,42
C3,8,P43,1303.0,2018-12-27 11:34:00,mince beef,food,42
C3,8,P46,1921.0,2019-01-05 17:44:00,activated charcoal croissant,food,42
C3,8,P51,238.0,2019-01-05 17:44:00,pizza,food,42
C3,8,P56,883.0,2019-01-05 17:44:00,greek yoghurt,food,42
C3,8,P29,472.0,2019-01-17 22:57:00,easy peeler,fruit_veg,42
C3,8,P41,194.0,2019-01-21 04:34:00,steak,food,42
C3,8,P49,441.0,2019-01-21 04:34:00,smoked salmon,food,42
C3,8,P50,1890.0,2019-01-21 04:34:00,camembert,food,42
C3,8,P57,1190.0,2019-01-24 09:42:00,parmesan,food,42
C3,8,P54,1791.0,2019-01-24 09:42:00,almond milk,food,42
C3,8,P49,1911.0,2019-02-01 16:46:00,smoked salmon,food,42
C3,8,P53,1832.0,2019-02-01 16:46:00,peanut butter,food,42
C3,8,P46,182.0,2019-02-01 16:46:00,activated charcoal croissant,food,42
C3,8,P45,1625.0,2019-02-07 04:31:00,hummus,food,42
C3,8,P41,482.0,2019-02-07 04:31:00,steak,food,42
C3,8,P28,1973.0,2019-02-08 23:33:00,grapes,fruit_veg,42
C3,8,P48,669.0,2019-02-09 19:20:00,tuna,food,42
C3,8,P51,1570.0,2019-02-09 19:20:00,pizza,food,42
C3,8,P53,998.0,2019-02-09 19:20:00,peanut butter,food,42
C3,8,P44,310.0,2019-02-21 11:16:00,milk,food,42
C3,8,P51,1569.0,2019-02-21 11:16:00,pizza,food,42
C3,8,P56,374.0,2019-02-21 11:16:00,greek yoghurt,food,42
C3,8,P32,1541.0,2019-02-23 06:22:00,onions,fruit_veg,42
C3,8,P26,2.0,2019-02-23 06:22:00,broccoli,fruit_veg,42
C4,5,P62,1009.0,2018-12-05 19:42:00,gin,bws,33
C4,5,P64,621.0,2018-12-05 19:42:00,cigarettes,bws,33
C4,5,P64,1115.0,2018-12-05 19:42:00,cigarettes,bws,33
C4,5,P51,1412.0,2018-12-07 15:36:00,pizza,food,33
C4,5,P22,1657.0,2018-12-15 15:31:00,avocado,fruit_veg,33
C4,5,P63,785.0,2018-12-16 07:09:00,cognac,bws,33
C4,5,P30,357.0,2018-12-18 09:29:00,mango,fruit_veg,33
C4,5,P28,953.0,2018-12-18 09:29:00,grapes,fruit_veg,33
C4,5,P64,1836.0,2018-12-22 09:57:00,cigarettes,bws,33
C4,5,P62,55.0,2018-12-27 11:51:00,gin,bws,33
C4,5,P63,1840.0,2018-12-27 11:51:00,cognac,bws,33
C4,5,P64,837.0,2019-01-07 16:44:00,cigarettes,bws,33
C4,5,P64,226.0,2019-01-07 16:44:00,cigarettes,bws,33
C4,5,P24,1874.0,2019-01-12 13:36:00,scotch bonnets,fruit_veg,33
C4,5,P22,97.0,2019-01-12 13:36:00,avocado,fruit_veg,33
C4,5,P47,1167.0,2019-01-14 12:50:00,whole chicken,food,33
C4,5,P55,1714.0,2019-01-14 12:50:00,lentil soup,food,33
C4,5,P46,708.0,2019-01-14 12:50:00,activated charcoal croissant,food,33
C4,5,P28,635.0,2019-01-15 17:59:00,grapes,fruit_veg,33
C4,5,P33,203.0,2019-01-15 17:59:00,apples,fruit_veg,33
C4,5,P27,1278.0,2019-01-23 23:52:00,potatoes,fruit_veg,33
C4,5,P27,1556.0,2019-01-27 18:40:00,potatoes,fruit_veg,33
C4,5,P30,357.0,2019-01-30 18:33:00,mango,fruit_veg,33
C4,5,P29,1626.0,2019-01-30 18:33:00,easy peeler,fruit_veg,33
C4,5,P58,213.0,2019-01-31 12:45:00,coconut water,food,33
C4,5,P52,1211.0,2019-01-31 12:45:00,oats,food,33
C4,5,P33,1863.0,2019-02-10 18:59:00,apples,fruit_veg,33
C4,5,P27,1026.0,2019-02-10 18:59:00,potatoes,fruit_veg,33
C4,5,P63,637.0,2019-02-13 05:53:00,cognac,bws,33
C4,5,P63,348.0,2019-02-13 05:53:00,cognac,bws,33
C4,5,P63,1251.0,2019-02-13 05:53:00,cognac,bws,33
C4,5,P33,1379.0,2019-02-17 17:18:00,apples,fruit_veg,33
C4,5,P22,368.0,2019-02-17 17:18:00,avocado,fruit_veg,33
C5,7,P40,1421.0,2018-12-01 17:34:00,irn bru,sweets,70
C5,7,P39,1516.0,2018-12-01 17:34:00,ice cream,sweets,70
C5,7,P30,1036.0,2018-12-04 13:34:00,mango,fruit_veg,70
C5,7,P31,366.0,2018-12-04 13:34:00,lemon grass,fruit_veg,70
C5,7,P27,63.0,2018-12-04 13:34:00,potatoes,fruit_veg,70
C5,7,P28,254.0,2018-12-06 14:04:00,grapes,fruit_veg,70
C5,7,P24,1878.0,2018-12-06 14:04:00,scotch bonnets,fruit_veg,70
C5,7,P35,1770.0,2018-12-08 03:56:00,carrot cake,sweets,70
C5,7,P38,1770.0,2018-12-08 03:56:00,kombucha,sweets,70
C5,7,P36,1467.0,2018-12-08 03:56:00,salted caramel dark chocolate,sweets,70
C5,7,P36,1637.0,2018-12-09 08:58:00,salted caramel dark chocolate,sweets,70
C5,7,P35,744.0,2018-12-09 08:58:00,carrot cake,sweets,70
C5,7,P39,1126.0,2018-12-10 10:25:00,ice cream,sweets,70
C5,7,P36,1096.0,2018-12-10 10:25:00,salted caramel dark chocolate,sweets,70
C5,7,P37,471.0,2018-12-10 10:25:00,gummy bears,sweets,70
C5,7,P39,788.0,2018-12-13 19:29:00,ice cream,sweets,70
C5,7,P38,297.0,2018-12-13 19:29:00,kombucha,sweets,70
C5,7,P36,412.0,2018-12-13 19:29:00,salted caramel dark chocolate,sweets,70
C5,7,P33,933.0,2018-12-20 08:31:00,apples,fruit_veg,70
C5,7,P24,864.0,2018-12-20 08:31:00,scotch bonnets,fruit_veg,70
C5,7,P22,1532.0,2018-12-20 08:31:00,avocado,fruit_veg,70
C5,7,P35,836.0,2018-12-23 09:40:00,carrot cake,sweets,70
C5,7,P40,1585.0,2018-12-23 09:40:00,irn bru,sweets,70
C5,7,P37,387.0,2018-12-23 09:40:00,gummy bears,sweets,70
C5,7,P37,516.0,2018-12-25 22:41:00,gummy bears,sweets,70
C5,7,P37,1495.0,2018-12-25 22:41:00,gummy bears,sweets,70
C5,7,P38,1474.0,2018-12-28 05:37:00,kombucha,sweets,70
C5,7,P35,273.0,2018-12-28 05:37:00,carrot cake,sweets,70
C5,7,P37,1412.0,2018-12-28 05:37:00,gummy bears,sweets,70
C5,7,P25,650.0,2019-01-03 11:51:00,peppers,fruit_veg,70
C5,7,P27,310.0,2019-01-03 11:51:00,potatoes,fruit_veg,70
C5,7,P33,769.0,2019-01-03 11:51:00,apples,fruit_veg,70
C5,7,P40,1744.0,2019-01-07 18:19:00,irn bru,sweets,70
C5,7,P36,504.0,2019-01-07 18:19:00,salted caramel dark chocolate,sweets,70
C5,7,P23,1214.0,2019-01-12 22:20:00,cherries,fruit_veg,70
C5,7,P31,958.0,2019-01-12 22:20:00,lemon grass,fruit_veg,70
C5,7,P36,1281.0,2019-01-18 10:06:00,salted caramel dark chocolate,sweets,70
C5,7,P34,1620.0,2019-01-19 05:13:00,raspberries,fruit_veg,70
C5,7,P25,1500.0,2019-01-19 05:13:00,peppers,fruit_veg,70
C5,7,P26,1680.0,2019-01-19 05:13:00,broccoli,fruit_veg,70
C5,7,P35,1529.0,2019-01-23 05:31:00,carrot cake,sweets,70
C5,7,P38,19.0,2019-01-23 05:31:00,kombucha,sweets,70
C5,7,P38,383.0,2019-01-23 05:31:00,kombucha,sweets,70
C5,7,P36,1665.0,2019-01-26 22:09:00,salted caramel dark chocolate,sweets,70
C5,7,P35,733.0,2019-01-29 09:23:00,carrot cake,sweets,70
C5,7,P39,797.0,2019-01-29 09:23:00,ice cream,sweets,70
C5,7,P35,1135.0,2019-01-29 09:23:00,carrot cake,sweets,70
C5,7,P40,1679.0,2019-01-30 08:50:00,irn bru,sweets,70
C5,7,P38,1267.0,2019-01-30 08:50:00,kombucha,sweets,70
C5,7,P36,815.0,2019-01-30 08:50:00,salted caramel dark chocolate,sweets,70
C5,7,P35,874.0,2019-02-02 16:07:00,carrot cake,sweets,70
C5,7,P36,1773.0,2019-02-02 16:07:00,salted caramel dark chocolate,sweets,70
C5,7,P38,337.0,2019-02-03 10:52:00,kombucha,sweets,70
C5,7,P36,683.0,2019-02-03 10:52:00,salted caramel dark chocolate,sweets,70
C5,7,P40,1051.0,2019-02-03 10:52:00,irn bru,sweets,70
C5,7,P28,1915.0,2019-02-08 19:32:00,grapes,fruit_veg,70
C5,7,P31,983.0,2019-02-13 23:27:00,lemon grass,fruit_veg,70
C5,7,P24,453.0,2019-02-13 23:27:00,scotch bonnets,fruit_veg,70
C5,7,P33,180.0,2019-02-13 23:27:00,apples,fruit_veg,70
C5,7,P27,469.0,2019-02-17 20:09:00,potatoes,fruit_veg,70
C5,7,P26,101.0,2019-02-17 20:09:00,broccoli,fruit_veg,70
C5,7,P40,1688.0,2019-02-18 04:32:00,irn bru,sweets,70
C5,7,P35,663.0,2019-02-18 04:32:00,carrot cake,sweets,70
C5,7,P40,23.0,2019-02-18 04:32:00,irn bru,sweets,70
C5,7,P29,1539.0,2019-02-20 19:11:00,easy peeler,fruit_veg,70
C5,7,P29,781.0,2019-02-20 19:11:00,easy peeler,fruit_veg,70
C5,7,P33,1901.0,2019-02-20 19:11:00,apples,fruit_veg,70
C5,7,P36,1169.0,2019-02-23 07:35:00,salted caramel dark chocolate,sweets,70
C5,7,P30,1258.0,2019-02-27 11:26:00,mango,fruit_veg,70
C5,7,P29,1950.0,2019-03-01 19:33:00,easy peeler,fruit_veg,70
C6,10,P51,887.0,2018-12-01 08:54:00,pizza,food,53
C6,10,P54,122.0,2018-12-01 08:54:00,almond milk,food,53
C6,10,P55,1073.0,2018-12-07 17:21:00,lentil soup,food,53
C6,10,P44,1767.0,2018-12-07 17:21:00,milk,food,53
C6,10,P63,1418.0,2018-12-09 08:25:00,cognac,bws,53
C6,10,P42,538.0,2018-12-10 19:37:00,chicken,food,53
C6,10,P57,1150.0,2018-12-11 07:24:00,parmesan,food,53
C6,10,P51,1627.0,2018-12-11 07:24:00,pizza,food,53
C6,10,P54,472.0,2018-12-11 07:24:00,almond milk,food,53
C6,10,P52,550.0,2018-12-12 08:35:00,oats,food,53
C6,10,P58,1222.0,2018-12-14 08:22:00,coconut water,food,53
C6,10,P41,841.0,2018-12-14 08:22:00,steak,food,53
C6,10,P61,81.0,2018-12-16 17:28:00,red wine,bws,53
C6,10,P61,496.0,2018-12-16 17:28:00,red wine,bws,53
C6,10,P53,898.0,2018-12-21 06:27:00,peanut butter,food,53
C6,10,P56,1741.0,2018-12-21 06:27:00,greek yoghurt,food,53
C6,10,P58,1720.0,2018-12-23 23:28:00,coconut water,food,53
C6,10,P61,727.0,2018-12-25 07:56:00,red wine,bws,53
C6,10,P62,629.0,2018-12-25 07:56:00,gin,bws,53
C6,10,P42,130.0,2018-12-27 13:14:00,chicken,food,53
C6,10,P48,898.0,2018-12-27 13:14:00,tuna,food,53
C6,10,P49,1601.0,2019-01-01 07:41:00,smoked salmon,food,53
C6,10,P50,1683.0,2019-01-03 21:04:00,camembert,food,53
C6,10,P46,1476.0,2019-01-03 21:04:00,activated charcoal croissant,food,53
C6,10,P58,1491.0,2019-01-05 07:23:00,coconut water,food,53
C6,10,P47,1978.0,2019-01-05 07:23:00,whole chicken,food,53
C6,10,P57,1486.0,2019-01-05 07:23:00,parmesan,food,53
C6,10,P50,952.0,2019-01-11 10:43:00,camembert,food,53
C6,10,P51,33.0,2019-01-11 10:43:00,pizza,food,53
C6,10,P44,441.0,2019-01-19 14:14:00,milk,food,53
C6,10,P47,514.0,2019-01-19 14:14:00,whole chicken,food,53
C6,10,P44,245.0,2019-01-19 14:14:00,milk,food,53
C6,10,P41,589.0,2019-01-21 19:04:00,steak,food,53
C6,10,P43,430.0,2019-01-21 19:04:00,mince beef,food,53
C6,10,P51,866.0,2019-01-27 06:35:00,pizza,food,53
C6,10,P45,268.0,2019-01-28 23:44:00,hummus,food,53
C6,10,P49,797.0,2019-01-28 23:44:00,smoked salmon,food,53
C6,10,P59,970.0,2019-01-28 23:44:00,chicken stock,food,53
C6,10,P59,717.0,2019-01-31 17:41:00,chicken stock,food,53
C6,10,P62,915.0,2019-02-03 17:47:00,gin,bws,53
C6,10,P64,521.0,2019-02-03 17:47:00,cigarettes,bws,53
C6,10,P60,1360.0,2019-02-06 15:14:00,water,food,53
C6,10,P46,595.0,2019-02-06 15:14:00,activated charcoal croissant,food,53
C6,10,P62,457.0,2019-02-07 15:37:00,gin,bws,53
C6,10,P48,530.0,2019-02-10 18:00:00,tuna,food,53
C6,10,P58,1490.0,2019-02-11 19:57:00,coconut water,food,53
C6,10,P43,1464.0,2019-02-14 23:32:00,mince beef,food,53
C6,10,P52,135.0,2019-02-14 23:32:00,oats,food,53
C6,10,P48,167.0,2019-02-25 23:05:00,tuna,food,53
C6,10,P52,419.0,2019-02-25 23:05:00,oats,food,53
C6,10,P48,1766.0,2019-02-28 15:56:00,tuna,food,53
C6,10,P46,1976.0,2019-03-01 17:01:00,activated charcoal croissant,food,53
C6,10,P52,1916.0,2019-03-01 17:01:00,oats,food,53
C7,3,P36,1842.0,2018-12-19 17:41:00,salted caramel dark chocolate,sweets,22
C7,3,P36,1351.0,2018-12-19 17:41:00,salted caramel dark chocolate,sweets,22
C7,3,P37,1634.0,2018-12-19 17:41:00,gummy bears,sweets,22
C7,3,P40,686.0,2018-12-23 15:30:00,irn bru,sweets,22
C7,3,P37,1838.0,2018-12-23 15:30:00,gummy bears,sweets,22
C7,3,P37,1936.0,2018-12-23 15:30:00,gummy bears,sweets,22
C7,3,P40,963.0,2018-12-26 10:07:00,irn bru,sweets,22
C7,3,P40,1153.0,2018-12-26 10:07:00,irn bru,sweets,22
C7,3,P35,327.0,2019-01-07 18:47:00,carrot cake,sweets,22
C7,3,P39,712.0,2019-01-11 14:19:00,ice cream,sweets,22
C7,3,P40,1778.0,2019-01-13 14:04:00,irn bru,sweets,22
C7,3,P38,1823.0,2019-01-16 07:26:00,kombucha,sweets,22
C7,3,P36,345.0,2019-01-20 05:41:00,salted caramel dark chocolate,sweets,22
C7,3,P63,1013.0,2019-02-05 07:40:00,cognac,bws,22
C7,3,P62,162.0,2019-02-05 07:40:00,gin,bws,22
C7,3,P64,1212.0,2019-02-05 07:40:00,cigarettes,bws,22
C7,3,P39,1900.0,2019-02-11 15:42:00,ice cream,sweets,22
C7,3,P40,1699.0,2019-02-11 15:42:00,irn bru,sweets,22
C7,3,P35,1406.0,2019-02-16 17:26:00,carrot cake,sweets,22
C7,3,P36,789.0,2019-02-25 16:24:00,salted caramel dark chocolate,sweets,22
C7,3,P40,1294.0,2019-02-25 16:24:00,irn bru,sweets,22
C7,3,P37,298.0,2019-02-25 16:24:00,gummy bears,sweets,22
C8,7,P53,791.0,2018-12-02 17:44:00,peanut butter,food,42
C8,7,P28,1195.0,2018-12-09 07:52:00,grapes,fruit_veg,42
C8,7,P31,1022.0,2018-12-11 03:54:00,lemon grass,fruit_veg,42
C8,7,P23,566.0,2018-12-11 03:54:00,cherries,fruit_veg,42
C8,7,P22,70.0,2018-12-11 03:54:00,avocado,fruit_veg,42
C8,7,P57,277.0,2018-12-14 07:22:00,parmesan,food,42
C8,7,P42,1658.0,2018-12-14 07:22:00,chicken,food,42
C8,7,P30,1541.0,2018-12-21 15:59:00,mango,fruit_veg,42
C8,7,P45,784.0,2018-12-31 05:35:00,hummus,food,42
C8,7,P25,843.0,2019-01-03 05:49:00,peppers,fruit_veg,42
C8,7,P31,106.0,2019-01-03 05:49:00,lemon grass,fruit_veg,42
C8,7,P31,1246.0,2019-01-03 05:49:00,lemon grass,fruit_veg,42
C8,7,P25,180.0,2019-01-12 21:53:00,peppers,fruit_veg,42
C8,7,P60,312.0,2019-01-14 06:15:00,water,food,42
C8,7,P57,1752.0,2019-01-14 06:15:00,parmesan,food,42
C8,7,P44,402.0,2019-01-14 06:15:00,milk,food,42
C8,7,P60,1976.0,2019-01-15 19:55:00,water,food,42
C8,7,P50,1093.0,2019-01-15 19:55:00,camembert,food,42
C8,7,P54,833.0,2019-01-15 19:55:00,almond milk,food,42
C8,7,P47,1661.0,2019-01-17 05:45:00,whole chicken,food,42
C8,7,P48,1381.0,2019-01-18 22:07:00,tuna,food,42
C8,7,P60,776.0,2019-01-18 22:07:00,water,food,42
C8,7,P59,1735.0,2019-01-18 22:07:00,chicken stock,food,42
C8,7,P29,703.0,2019-01-20 21:46:00,easy peeler,fruit_veg,42
C8,7,P25,1311.0,2019-01-20 21:46:00,peppers,fruit_veg,42
C8,7,P29,799.0,2019-01-20 21:46:00,easy peeler,fruit_veg,42
C8,7,P44,903.0,2019-01-21 18:15:00,milk,food,42
C8,7,P48,923.0,2019-01-21 18:15:00,tuna,food,42
C8,7,P47,765.0,2019-01-25 07:45:00,whole chicken,food,42
C8,7,P54,1850.0,2019-01-25 07:45:00,almond milk,food,42
C8,7,P24,1543.0,2019-01-26 07:54:00,scotch bonnets,fruit_veg,42
C8,7,P23,1790.0,2019-01-27 10:17:00,cherries,fruit_veg,42
C8,7,P22,699.0,2019-01-27 10:17:00,avocado,fruit_veg,42
C8,7,P42,750.0,2019-01-28 12:03:00,chicken,food,42
C8,7,P43,1969.0,2019-02-06 14:41:00,mince beef,food,42
C8,7,P60,1182.0,2019-02-06 14:41:00,water,food,42
C8,7,P47,1763.0,2019-02-06 14:41:00,whole chicken,food,42
C8,7,P51,814.0,2019-02-09 21:57:00,pizza,food,42
C8,7,P53,615.0,2019-02-09 21:57:00,peanut butter,food,42
C8,7,P43,1122.0,2019-02-09 21:57:00,mince beef,food,42
C8,7,P24,1092.0,2019-02-19 04:47:00,scotch bonnets,fruit_veg,42
C8,7,P34,839.0,2019-02-26 20:44:00,raspberries,fruit_veg,42
C9,8,P43,619.0,2018-12-05 15:17:00,mince beef,food,13
C9,8,P64,874.0,2018-12-20 11:39:00,cigarettes,bws,13
C9,8,P62,1107.0,2018-12-30 23:23:00,gin,bws,13
C9,8,P64,137.0,2019-01-01 11:05:00,cigarettes,bws,13
C9,8,P60,655.0,2019-01-04 10:28:00,water,food,13
C9,8,P57,1802.0,2019-01-04 10:28:00,parmesan,food,13
C9,8,P60,1474.0,2019-01-04 10:28:00,water,food,13
C9,8,P53,1150.0,2019-01-17 07:48:00,peanut butter,food,13
C9,8,P46,726.0,2019-01-17 07:48:00,activated charcoal croissant,food,13
C9,8,P47,1473.0,2019-02-01 18:35:00,whole chicken,food,13
C9,8,P56,458.0,2019-02-04 05:12:00,greek yoghurt,food,13
C9,8,P58,1066.0,2019-02-04 05:12:00,coconut water,food,13
C9,8,P53,1555.0,2019-02-27 09:41:00,peanut butter,food,13
C10,5,P37,1498.0,2018-12-01 11:10:00,gummy bears,sweets,59
C10,5,P39,316.0,2018-12-01 11:10:00,ice cream,sweets,59
C10,5,P55,738.0,2018-12-02 09:19:00,lentil soup,food,59
C10,5,P52,585.0,2018-12-02 09:19:00,oats,food,59
C10,5,P42,198.0,2018-12-10 04:19:00,chicken,food,59
C10,5,P43,1060.0,2018-12-10 04:19:00,mince beef,food,59
C10,5,P41,23.0,2018-12-12 06:14:00,steak,food,59
C10,5,P57,681.0,2018-12-13 22:31:00,parmesan,food,59
C10,5,P35,1721.0,2018-12-21 21:38:00,carrot cake,sweets,59
C10,5,P47,1530.0,2018-12-23 16:47:00,whole chicken,food,59
C10,5,P50,288.0,2018-12-23 16:47:00,camembert,food,59
C10,5,P54,1839.0,2018-12-23 16:47:00,almond milk,food,59
C10,5,P43,517.0,2018-12-24 15:05:00,mince beef,food,59
C10,5,P53,309.0,2018-12-24 15:05:00,peanut butter,food,59
C10,5,P44,329.0,2018-12-26 21:21:00,milk,food,59
C10,5,P44,395.0,2018-12-26 21:21:00,milk,food,59
C10,5,P41,730.0,2018-12-29 07:57:00,steak,food,59
C10,5,P44,1449.0,2018-12-29 07:57:00,milk,food,59
C10,5,P56,685.0,2018-12-29 07:57:00,greek yoghurt,food,59
C10,5,P52,66.0,2018-12-31 15:04:00,oats,food,59
C10,5,P57,1668.0,2018-12-31 15:04:00,parmesan,food,59
C10,5,P46,1356.0,2019-01-04 15:44:00,activated charcoal croissant,food,59
C10,5,P52,1333.0,2019-01-04 15:44:00,oats,food,59
C10,5,P35,1519.0,2019-01-09 16:40:00,carrot cake,sweets,59
C10,5,P51,1037.0,2019-01-13 08:24:00,pizza,food,59
C10,5,P58,1407.0,2019-01-13 08:24:00,coconut water,food,59
C10,5,P53,599.0,2019-01-13 08:24:00,peanut butter,food,59
C10,5,P58,1049.0,2019-01-19 22:59:00,coconut water,food,59
C10,5,P41,698.0,2019-01-19 22:59:00,steak,food,59
C10,5,P45,664.0,2019-01-20 10:57:00,hummus,food,59
C10,5,P52,504.0,2019-01-28 07:51:00,oats,food,59
C10,5,P44,1427.0,2019-01-28 07:51:00,milk,food,59
C10,5,P52,1049.0,2019-01-28 07:51:00,oats,food,59
C10,5,P53,596.0,2019-01-29 14:46:00,peanut butter,food,59
C10,5,P46,1684.0,2019-01-29 14:46:00,activated charcoal croissant,food,59
C10,5,P54,1053.0,2019-01-29 14:46:00,almond milk,food,59
C10,5,P41,411.0,2019-02-01 04:24:00,steak,food,59
C10,5,P42,1126.0,2019-02-13 12:38:00,chicken,food,59
C10,5,P46,1846.0,2019-02-16 06:28:00,activated charcoal croissant,food,59
C10,5,P46,333.0,2019-02-17 20:51:00,activated charcoal croissant,food,59
C10,5,P59,579.0,2019-02-17 20:51:00,chicken stock,food,59
